Time_Frame,TM_Srvc_Type,Time_Frame_Yr,Time_Frame_Mth,Bene_Geo_Desc,Bene_Mdcd_Mdcr_Enrl_Stus,Bene_Race_Desc,Bene_Sex_Desc,Bene_Mdcr_Entlmt_Stus,Bene_Age_Desc,Bene_RUCA_Desc,TM_Bene_Cnt,Tot_Bene_Cnt,TM_Bene_Pct
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,National,All,American Indian / Alaska Native,All,ESRD,All,All,1450,5759,25.2% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,National,All,American Indian / Alaska Native,Female,All,All,All,20038,64278,31.2% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,National,All,American Indian / Alaska Native,Male,All,All,All,11312,42265,26.8% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,National,All,Asian,All,Aged,All,All,206690,700969,29.5% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,National,All,Asian,All,All,65-74,All,109130,382385,28.5% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,National,All,Asian,All,All,75-84,All,69133,234704,29.5% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,National,All,Asian,All,All,85 and over,All,31995,97838,32.7% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,National,All,Asian,All,All,All,All,234564,776946,30.2% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,National,All,Asian,All,All,All,Rural,5916,26563,22.3% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,National,All,Asian,All,All,All,Unknown,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,National,All,Asian,All,All,All,Urban,228453,747642,30.6% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,National,All,Asian,All,All,Less than 65,All,24306,62019,39.2% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,National,All,Asian,All,Disabled,All,All,22083,53238,41.5% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,National,All,Asian,All,ESRD,All,All,5791,22739,25.5% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,National,All,Asian,Female,All,All,All,137881,443428,31.1% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,National,All,Asian,Male,All,All,All,96683,333518,29.0% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,National,All,Black/African American,All,Aged,All,All,457767,2037132,22.5% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,National,All,Black/African American,All,All,65-74,All,284989,1244616,22.9% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,National,All,Black/African American,All,All,75-84,All,136293,640792,21.3% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,National,All,Black/African American,All,All,85 and over,All,49999,227338,22.0% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,National,All,Black/African American,All,All,All,All,718418,2905087,24.7% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,National,All,Black/African American,All,All,All,Rural,58450,351335,16.6% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,National,All,Black/African American,All,All,All,Unknown,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,National,All,Black/African American,All,All,All,Urban,658261,2542409,25.9% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,National,All,Black/African American,All,All,Less than 65,All,247137,792341,31.2% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,National,All,Black/African American,All,Disabled,All,All,231467,711769,32.5% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,National,All,Black/African American,All,ESRD,All,All,29184,156186,18.7% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,National,All,Black/African American,Female,All,All,All,474930,1795619,26.4% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,National,All,Black/African American,Male,All,All,All,243488,1109468,21.9% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,National,All,Hispanic,All,Aged,All,All,564050,1952465,28.9% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,National,All,Hispanic,All,All,65-74,All,323032,1106444,29.2% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,National,All,Hispanic,All,All,75-84,All,181487,651111,27.9% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,National,All,Hispanic,All,All,85 and over,All,69747,236454,29.5% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,National,All,Hispanic,All,All,All,All,764442,2481104,30.8% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,National,All,Hispanic,All,All,All,Rural,50160,178936,28.0% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,National,All,Hispanic,All,All,All,Unknown,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,National,All,Hispanic,All,All,All,Urban,713380,2297371,31.1% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,National,All,Hispanic,All,All,Less than 65,All,190176,487095,39.0% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,National,All,Hispanic,All,Disabled,All,All,179472,445713,40.3% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,National,All,Hispanic,All,ESRD,All,All,20920,82926,25.2% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,National,All,Hispanic,Female,All,All,All,472475,1447955,32.6% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,National,All,Hispanic,Male,All,All,All,291967,1033149,28.3% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,National,All,Other/Unknown,All,Aged,All,All,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,National,All,Other/Unknown,All,All,65-74,All,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,National,All,Other/Unknown,All,All,75-84,All,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,National,All,Other/Unknown,All,All,85 and over,All,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,National,All,Other/Unknown,All,All,All,All,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,National,All,Other/Unknown,All,All,All,Rural,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,National,All,Other/Unknown,All,All,All,Unknown,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,National,All,Other/Unknown,All,All,All,Urban,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,National,All,Other/Unknown,All,All,Less than 65,All,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,National,All,Other/Unknown,All,Disabled,All,All,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,National,All,Other/Unknown,All,ESRD,All,All,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,National,All,Other/Unknown,Female,All,All,All,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,National,All,Other/Unknown,Male,All,All,All,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,National,All,White,All,Aged,All,All,3676381,17336312,21.2% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,National,All,White,All,All,65-74,All,1950664,8726883,22.4% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,National,All,White,All,All,75-84,All,1235573,6147867,20.1% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,National,All,White,All,All,85 and over,All,515640,2574682,20.0% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,National,All,White,All,All,All,All,4589656,19859108,23.1% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,National,All,White,All,All,All,Rural,861234,4349516,19.8% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,National,All,White,All,All,All,Unknown,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,National,All,White,All,All,All,Urban,3724078,15486989,24.0% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,National,All,White,All,All,Less than 65,All,887779,2409676,36.8% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,National,All,White,All,Disabled,All,All,872152,2348857,37.1% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,National,All,White,All,ESRD,All,All,41123,173939,23.6% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,National,All,White,Female,All,All,All,2788958,11320971,24.6% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,National,All,White,Male,All,All,All,1800698,8538137,21.1% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,National,Medicare & Medicaid,All,All,Aged,All,All,1052511,3697976,28.5% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,National,Medicare & Medicaid,All,All,All,65-74,All,595274,2002923,29.7% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,National,Medicare & Medicaid,All,All,All,75-84,All,313677,1156259,27.1% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,National,Medicare & Medicaid,All,All,All,85 and over,All,163744,630650,26.0% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,National,Medicare & Medicaid,All,All,All,All,All,1964652,6125459,32.1% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,National,Medicare & Medicaid,All,All,All,All,Rural,335729,1212860,27.7% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,National,Medicare & Medicaid,All,All,All,All,Unknown,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,National,Medicare & Medicaid,All,All,All,All,Urban,1626099,4900831,33.2% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,National,Medicare & Medicaid,All,All,All,Less than 65,All,891957,2335627,38.2% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,National,Medicare & Medicaid,All,All,Disabled,All,All,862555,2209695,39.0% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,National,Medicare & Medicaid,All,All,ESRD,All,All,49586,217788,22.8% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,National,Medicare & Medicaid,All,Female,All,All,All,1275885,3835177,33.3% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,National,Medicare & Medicaid,All,Male,All,All,All,688767,2290282,30.1% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,National,Medicare & Medicaid,American Indian / Alaska Native,All,All,All,All,15479,47193,32.8% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,National,Medicare & Medicaid,Asian,All,All,All,All,119192,352208,33.8% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,National,Medicare & Medicaid,Black/African American,All,All,All,All,359831,1291510,27.9% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,National,Medicare & Medicaid,Hispanic,All,All,All,All,374593,1065190,35.2% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,National,Medicare & Medicaid,Other/Unknown,All,All,All,All,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,National,Medicare & Medicaid,White,All,All,All,All,1050440,3242219,32.4% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,National,Medicare Only,All,All,Aged,All,All,4010157,18982703,21.1% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,National,Medicare Only,All,All,All,65-74,All,2190005,9953514,22.0% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,National,Medicare Only,All,All,All,75-84,All,1341788,6650498,20.2% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,National,Medicare Only,All,All,All,85 and over,All,513197,2539943,20.2% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,National,Medicare Only,All,All,All,All,All,4540075,20657062,22.0% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,National,Medicare Only,All,All,All,All,Rural,672210,3833138,17.5% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,National,Medicare Only,All,All,All,All,Unknown,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,National,Medicare Only,All,All,All,All,Urban,3863288,16792577,23.0% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,National,Medicare Only,All,All,All,Less than 65,All,495085,1513107,32.7% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,National,Medicare Only,All,All,Disabled,All,All,478060,1438961,33.2% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,National,Medicare Only,All,All,ESRD,All,All,51858,235398,22.0% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,National,Medicare Only,All,Female,All,All,All,2697299,11518696,23.4% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,National,Medicare Only,All,Male,All,All,All,1842776,9138366,20.2% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,National,Medicare Only,American Indian / Alaska Native,All,All,All,All,15871,59350,26.7% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,National,Medicare Only,Asian,All,All,All,All,115372,424738,27.2% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,National,Medicare Only,Black/African American,All,All,All,All,358587,1613577,22.2% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,National,Medicare Only,Hispanic,All,All,All,All,389849,1415914,27.5% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,National,Medicare Only,Other/Unknown,All,All,All,All,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,National,Medicare Only,White,All,All,All,All,3539216,16616889,21.3% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,Nebraska,All,All,All,Aged,All,All,14153,118378,12.0% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,Nebraska,All,All,All,All,65-74,All,7308,59988,12.2% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,Nebraska,All,All,All,All,75-84,All,4332,40356,10.7% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,Nebraska,All,All,All,All,85 and over,All,2622,18923,13.9% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,Nebraska,All,All,All,All,All,All,19514,136778,14.3% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,Nebraska,All,All,All,All,All,Rural,7811,60758,12.9% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,Nebraska,All,All,All,All,All,Unknown,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,Nebraska,All,All,All,All,All,Urban,11674,75866,15.4% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,Nebraska,All,All,All,All,Less than 65,All,5252,17511,30.0% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,Nebraska,All,All,All,Disabled,All,All,5115,16726,30.6% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,Nebraska,All,All,All,ESRD,All,All,246,1674,14.7% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,Nebraska,All,All,Female,All,All,All,12267,77681,15.8% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,Nebraska,All,All,Male,All,All,All,7247,59097,12.3% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,Nebraska,All,American Indian / Alaska Native,All,All,All,All,135,683,19.8% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,Nebraska,All,Asian,All,All,All,All,121,871,13.9% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,Nebraska,All,Black/African American,All,All,All,All,715,4508,15.9% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,Nebraska,All,Hispanic,All,All,All,All,563,3502,16.1% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,Nebraska,All,Other/Unknown,All,All,All,All,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,Nebraska,All,White,All,All,All,All,17552,123982,14.2% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,Nebraska,Medicare & Medicaid,All,All,All,All,All,6270,22107,28.4% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,Nebraska,Medicare Only,All,All,All,All,All,13244,114671,11.5% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,Nevada,All,All,All,Aged,All,All,40499,190320,21.3% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,Nevada,All,All,All,All,65-74,All,23735,104632,22.7% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,Nevada,All,All,All,All,75-84,All,13412,67431,19.9% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,Nevada,All,All,All,All,85 and over,All,4017,20416,19.7% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,Nevada,All,All,All,All,All,All,51638,221117,23.4% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,Nevada,All,All,All,All,All,Rural,5492,27060,20.3% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,Nevada,All,All,All,All,All,Unknown,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,Nevada,All,All,All,All,All,Urban,46071,193759,23.8% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,Nevada,All,All,All,All,Less than 65,All,10474,28638,36.6% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,Nevada,All,All,All,Disabled,All,All,9898,26826,36.9% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,Nevada,All,All,All,ESRD,All,All,1241,3971,31.3% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,Nevada,All,All,Female,All,All,All,30855,124116,24.9% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,Nevada,All,All,Male,All,All,All,20783,97001,21.4% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,Nevada,All,American Indian / Alaska Native,All,All,All,All,305,1245,24.5% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,Nevada,All,Asian,All,All,All,All,3004,12519,24.0% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,Nevada,All,Black/African American,All,All,All,All,5700,20026,28.5% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,Nevada,All,Hispanic,All,All,All,All,6053,23314,26.0% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,Nevada,All,Other/Unknown,All,All,All,All,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,Nevada,All,White,All,All,All,All,35126,157719,22.3% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,Nevada,Medicare & Medicaid,All,All,All,All,All,12858,39322,32.7% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,Nevada,Medicare Only,All,All,All,All,All,38780,181795,21.3% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,New Hampshire,All,All,All,Aged,All,All,25634,101392,25.3% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,New Hampshire,All,All,All,All,65-74,All,13865,53194,26.1% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,New Hampshire,All,All,All,All,75-84,All,8330,34535,24.1% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,New Hampshire,All,All,All,All,85 and over,All,3575,14217,25.1% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,New Hampshire,All,All,All,All,All,All,35170,120718,29.1% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,New Hampshire,All,All,All,All,All,Rural,12988,49311,26.3% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,New Hampshire,All,All,All,All,All,Unknown,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,New Hampshire,All,All,All,All,All,Urban,22097,71120,31.1% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,New Hampshire,All,All,All,All,Less than 65,All,9400,18772,50.1% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,New Hampshire,All,All,All,Disabled,All,All,9289,18427,50.4% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,New Hampshire,All,All,All,ESRD,All,All,247,899,27.5% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,New Hampshire,All,All,Female,All,All,All,21676,68656,31.6% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,New Hampshire,All,All,Male,All,All,All,13494,52062,25.9% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,New Hampshire,All,American Indian / Alaska Native,All,All,All,All,25,54,46.3% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,New Hampshire,All,Asian,All,All,All,All,188,689,27.3% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,New Hampshire,All,Black/African American,All,All,All,All,224,644,34.8% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,New Hampshire,All,Hispanic,All,All,All,All,496,1484,33.4% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,New Hampshire,All,Other/Unknown,All,All,All,All,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,New Hampshire,All,White,All,All,All,All,33112,113966,29.1% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,New Hampshire,Medicare & Medicaid,All,All,All,All,All,8737,18872,46.3% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,New Hampshire,Medicare Only,All,All,All,All,All,26433,101846,26.0% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,New Jersey,All,All,All,Aged,All,All,153546,661879,23.2% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,New Jersey,All,All,All,All,65-74,All,81876,330682,24.8% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,New Jersey,All,All,All,All,75-84,All,51758,232768,22.2% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,New Jersey,All,All,All,All,85 and over,All,21557,106344,20.3% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,New Jersey,All,All,All,All,All,All,190679,758746,25.1% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,New Jersey,All,All,All,All,All,Rural,2352,8757,26.9% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,New Jersey,All,All,All,All,All,Unknown,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,New Jersey,All,All,All,All,All,Urban,188188,748836,25.1% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,New Jersey,All,All,All,All,Less than 65,All,35488,88952,39.9% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,New Jersey,All,All,All,Disabled,All,All,34462,84252,40.9% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,New Jersey,All,All,All,ESRD,All,All,2671,12615,21.2% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,New Jersey,All,All,Female,All,All,All,117501,437564,26.9% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,New Jersey,All,All,Male,All,All,All,73178,321182,22.8% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,New Jersey,All,American Indian / Alaska Native,All,All,All,All,94,300,31.3% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,New Jersey,All,Asian,All,All,All,All,8592,32026,26.8% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,New Jersey,All,Black/African American,All,All,All,All,22232,83383,26.7% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,New Jersey,All,Hispanic,All,All,All,All,21019,76386,27.5% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,New Jersey,All,Other/Unknown,All,All,All,All,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,New Jersey,All,White,All,All,All,All,133051,543777,24.5% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,New Jersey,Medicare & Medicaid,All,All,All,All,All,40665,130313,31.2% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,New Jersey,Medicare Only,All,All,All,All,All,150014,628433,23.9% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,New Mexico,All,All,All,Aged,All,All,43537,128453,33.9% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,New Mexico,All,All,All,All,65-74,All,24891,70920,35.1% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,New Mexico,All,All,All,All,75-84,All,14187,43521,32.6% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,New Mexico,All,All,All,All,85 and over,All,4893,15575,31.4% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,New Mexico,All,All,All,All,All,All,55574,154565,36.0% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,New Mexico,All,All,All,All,All,Rural,16819,50556,33.3% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,New Mexico,All,All,All,All,All,Unknown,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,New Mexico,All,All,All,All,All,Urban,38595,103577,37.3% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,New Mexico,All,All,All,All,Less than 65,All,11603,24549,47.3% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,New Mexico,All,All,All,Disabled,All,All,11120,22944,48.5% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,New Mexico,All,All,All,ESRD,All,All,917,3168,28.9% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,New Mexico,All,All,Female,All,All,All,33427,88477,37.8% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,New Mexico,All,All,Male,All,All,All,22147,66088,33.5% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,New Mexico,All,American Indian / Alaska Native,All,All,All,All,2767,7862,35.2% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,New Mexico,All,Asian,All,All,All,All,430,1229,35.0% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,New Mexico,All,Black/African American,All,All,All,All,955,2519,37.9% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,New Mexico,All,Hispanic,All,All,All,All,18558,49403,37.6% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,New Mexico,All,Other/Unknown,All,All,All,All,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,New Mexico,All,White,All,All,All,All,31750,90367,35.1% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,New Mexico,Medicare & Medicaid,All,All,All,All,All,17480,41782,41.8% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,New Mexico,Medicare Only,All,All,All,All,All,38094,112783,33.8% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,New York,All,All,All,Aged,All,All,339821,1434918,23.7% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,New York,All,All,All,All,65-74,All,184513,736360,25.1% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,New York,All,All,All,All,75-84,All,108969,488607,22.3% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,New York,All,All,All,All,85 and over,All,49221,225520,21.8% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,New York,All,All,All,All,All,All,447774,1685493,26.6% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,New York,All,All,All,All,All,Rural,46576,173572,26.8% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,New York,All,All,All,All,All,Unknown,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,New York,All,All,All,All,All,Urban,401017,1511211,26.5% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,New York,All,All,All,All,Less than 65,All,105071,235006,44.7% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,New York,All,All,All,Disabled,All,All,102876,225396,45.6% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,New York,All,All,All,ESRD,All,All,5077,25179,20.2% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,New York,All,All,Female,All,All,All,274845,974472,28.2% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,New York,All,All,Male,All,All,All,172929,711021,24.3% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,New York,All,American Indian / Alaska Native,All,All,All,All,808,2598,31.1% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,12,New York,All,Asian,All,All,All,All,28304,101682,27.8% 
